"nomscientifiqueref" "nomvernaculaire" "cdnom" "espece" "genre" "famille" "especeevalueelr" "especereglementee" "dateobservation" "codeinseecommune" "annee"
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-07-10" 68278 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-22" 55434 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-11-19" 55166 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-12-22" 57616 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-11-26" 55434 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-08-19" 67437 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-02-25" 57208 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-04-02" 57463 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-06-12" 88081 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-12-13" 55166 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-17" 67068 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-10-05" 67382 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-12-16" 68029 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-04-30" 51662 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-09-16" 68029 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "true" "false" "2012-12-17" 10224 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-08-28" 55166 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-07-12" 55166 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-03-31" 10412 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-10-31" 88120 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-04-06" 8394 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-08-22" 67502 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-05-25" 10053 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-18" 67544 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-04-01" 51530 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "true" "false" "2012-12-22" 54159 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-05-27" 10224 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-30" 8394 2012
"Phoenicurus phoenicurus" "Rougequeue à front blanc" 4040 "Phoenicurus phoenicurus" "Phoenicurus" "Muscicapidae" "false" "false" "2012-05-04" 67502 2012
"Serinus serinus" "Serin cini" 4571 "Serinus serinus" "Serinus" "Fringillidae" "false" "false" "2012-05-13" 8105 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-07-10" 68278 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-12-29" 57205 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-12-30" 8394 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "false" "2012-05-21" 68218 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-09-09" 10224 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-10-28" 55532 2012
"Psittacula krameri" "Perruche à collier" 3448 "Psittacula krameri" "Psittacula" "Psittaculidae" "false" "true" "2012-11-08" 54578 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-30" 52331 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-08-18" 88081 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-09-06" 55166 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-08-26" 10224 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-03-22" 88006 2012
"Serinus serinus" "Serin cini" 4571 "Serinus serinus" "Serinus" "Fringillidae" "false" "false" "2012-06-12" 88413 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-04-22" 51277 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-05-13" 51530 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-10-08" 57205 2012
"Emberiza citrinella" "Bruant jaune" 4657 "Emberiza citrinella" "Emberiza" "Emberizidae" "false" "false" "2012-07-01" 52275 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-04-01" 51108 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-12" 88120 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-31" 88444 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-12-04" 10042 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-05-01" 54432 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-05-19" 57096 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-06" 67544 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-07-21" 68256 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-12-07" 54159 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-11-22" 57433 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-04-25" 67388 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-04-22" 55364 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-05-31" 51662 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "true" "false" "2012-08-31" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-31" 57452 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "true" "2012-10-29" 67502 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "true" "false" "2012-10-11" 68278 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-02-10" 8394 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-02" 88029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-08-10" 88073 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-10-25" 67280 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-04-02" 10224 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-05" 68029 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-04-09" 68278 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-05-04" 68112 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-11-01" 55532 2012
"Passer montanus" "Moineau friquet" 4532 "Passer montanus" "Passer" "Passeridae" "true" "false" "2012-05-19" 52275 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-25" 68256 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-06-06" 54528 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-04" 68301 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-12-13" 8394 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-12-12" 51237 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-10-24" 10224 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-01-20" 51108 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-12-25" 51312 2012
"Turdus philomelos" "Grive musicienne" 4129 "Turdus philomelos" "Turdus" "Turdidae" "false" "true" "2012-05-25" 88081 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-09-17" 52265 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-11-24" 57205 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-12-14" 8105 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-04-07" 88073 2012
"Muscicapa striata" "Gobemouche gris" 4319 "Muscicapa striata" "Muscicapa" "Muscicapidae" "false" "false" "2012-06-09" 52265 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-06-26" 68042 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-10-12" 68029 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-12-11" 10104 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-12-26" 68029 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-11-01" 55532 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-11-01" 68268 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-05-16" 52265 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-04-30" 52432 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-18" 67180 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-12-10" 55532 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-31" 55532 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-04-01" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-25" 54159 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "true" "false" "2012-08-14" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-29" 8107 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-11-30" 67331 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-07-09" 52275 2012
"Periparus ater" "Mésange noire" 534751 "Periparus ater" "Periparus" "Paridae" "true" "false" "2012-03-31" 88120 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-07" 51234 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-04-11" 51413 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-03-28" 52265 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-10-14" 57630 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-04-04" 10224 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-05" 68256 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-14" 57630 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-06-09" 51662 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-07" 52265 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-12-07" 54117 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-11-18" 10224 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-08-20" 52331 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-04-18" 88341 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-12-02" 54159 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-12-09" 55166 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-21" 67331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-16" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-10-10" 68256 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-12-24" 68029 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "true" "false" "2012-06-14" 8403 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-04-24" 52275 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-09-23" 88073 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-11-17" 54462 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-08-29" 68301 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-04-29" 8105 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-08-10" 68029 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-05-27" 68066 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-09" 68218 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-01" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-25" 88073 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-07-01" 8248 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-06-16" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-11" 55532 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-06" 10224 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-04-27" 10224 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-10-29" 54159 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-07-21" 57630 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "false" "false" "2012-04-22" 57588 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-04-12" 8472 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-09-19" 57096 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-08-04" 57205 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-11-23" 88029 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-11-24" 57096 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-08-21" 68029 2012
"Passer montanus" "Moineau friquet" 4532 "Passer montanus" "Passer" "Passeridae" "false" "true" "2012-11-11" 67331 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-07-11" 52275 2012
